          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
    0.430     0     0     0.0      0      0 |   10   431    0.0015    0.0002    0.0000 |
    0.440     0     0     0.0      0      0 |   10   441    0.0014    0.0001    0.0000 |
    0.450     0     0     0.0      0      0 |   10   451    0.0013    0.0001    0.0000 |
    0.460     0     0     0.0      0      0 |   10   461    0.0015    0.0001    0.0000 |
    0.470     0     0     0.0      0      0 |   10   471    0.0016    0.0002    0.0000 |
    0.480     0     0     0.0      0      0 |   10   481    0.0014    0.0001    0.0000 |
    0.490     0     0     0.0      0      0 |   10   491    0.0015    0.0002    0.0000 |
    0.500     0     0     0.0      0      0 |   10   501    0.0013    0.0001    0.0000 |
    0.510     0     0     0.0      0      0 |   10   511    0.0014    0.0001    0.0000 |
    0.520     0     0     0.0      0      0 |   10   521    0.0015    0.0002    0.0000 |
    0.530     0     0     0.0      0      0 |   10   531    0.0017    0.0002    0.0000 |
    0.540     0     0     0.0      0      0 |   10   541    0.0012    0.0001    0.0000 |
    0.550     0     0     0.0      0      0 |   10   551    0.0013    0.0001    0.0000 |
    0.560     0     0     0.0      0      0 |   10   561    0.0011    0.0001    0.0000 |
    0.570     0     0     0.0      0      0 |   10   571    0.0012    0.0001    0.0000 |
    0.580     0     0     0.0      0      0 |   10   581    0.0012    0.0001    0.0000 |
    0.590     0     0     0.0      0      0 |   10   591    0.0012    0.0001    0.0000 |
    0.600     0     0     0.0      0      0 |   10   601    0.0012    0.0001    0.0000 |
    0.610     0     0     0.0      0      0 |   10   611    0.0012    0.0001    0.0000 |
    0.620     0     0     0.0      0      0 |   10   621    0.0011    0.0001    0.0000 |
    0.630     0     0     0.0      0      0 |   10   631    0.0011    0.0001    0.0000 |
    0.640     0     0     0.0      0      0 |   10   641    0.0010    0.0001    0.0000 |
    0.650     0     0     0.0      0      0 |   10   651    0.0011    0.0001    0.0000 |
    0.660     0     0     0.0      0      0 |   10   661    0.0011    0.0001    0.0000 |
    0.670     0     0     0.0      0      0 |   10   671    0.0013    0.0001    0.0000 |
    0.680     0     0     0.0      0      0 |   10   681    0.0011    0.0001    0.0000 |
    0.690     0     0     0.0      0      0 |   10   691    0.0011    0.0001    0.0000 |
    0.700     0     0     0.0      0      0 |   10   701    0.0010    0.0001    0.0000 |
    0.710     0     0     0.0      0      0 |   10   711    0.0011    0.0001    0.0000 |
    0.720     0     0     0.0      0      0 |   10   721    0.0012    0.0001    0.0000 |
    0.730     0     0     0.0      0      0 |   10   731    0.0011    0.0001    0.0000 |
    0.740     0     0     0.0      0      0 |   10   741    0.0011    0.0001    0.0000 |
    0.750     0     0     0.0      0      0 |   10   751    0.0011    0.0001    0.0000 |
    0.760     0     0     0.0      0      0 |   10   761    0.0010    0.0001    0.0000 |
    0.770     0     0     0.0      0      0 |   10   771    0.0012    0.0001    0.0000 |
    0.780     0     0     0.0      0      0 |   10   781    0.0011    0.0001    0.0000 |
    0.790     0     0     0.0      0      0 |   10   791    0.0011    0.0001    0.0000 |
    0.800     0     0     0.0      0      0 |   10   801    0.0012    0.0001    0.0000 |
    0.810     0     0     0.0      0      0 |   10   811    0.0012    0.0001    0.0000 |
    0.820     0     0     0.0      0      0 |   10   821    0.0013    0.0001    0.0000 |
    0.830     0     0     0.0      0      0 |   10   831    0.0012    0.0001    0.0000 |
    0.840     0     0     0.0      0      0 |   10   841    0.0012    0.0001    0.0000 |
    0.850     0     0     0.0      0      0 |   10   851    0.0011    0.0001    0.0000 |
    0.860     0     0     0.0      0      0 |   10   861    0.0013    0.0001    0.0000 |
    0.870     0     0     0.0      0      0 |   10   871    0.0011    0.0001    0.0000 |
    0.880     0     0     0.0      0      0 |   10   881    0.0013    0.0001    0.0000 |
    0.890     0     0     0.0      0      0 |   10   891    0.0011    0.0001    0.0000 |
    0.900     0     0     0.0      0      0 |   10   901    0.0011    0.0001    0.0000 |
    0.910     0     0     0.0      0      0 |   10   911    0.0012    0.0001    0.0000 |
    0.920     0     0     0.0      0      0 |   10   921    0.0011    0.0001    0.0000 |
    0.930     0     0     0.0      0      0 |   10   931    0.0012    0.0001    0.0000 |
    0.940     0     0     0.0      0      0 |   10   941    0.0012    0.0001    0.0000 |
    0.950     0     0     0.0      0      0 |   10   951    0.0012    0.0001    0.0000 |
    0.960     0     0     0.0      0      0 |   10   961    0.0011    0.0001    0.0000 |
    0.970     0     0     0.0      0      0 |   10   971    0.0013    0.0001    0.0000 |
    0.980     0     0     0.0      0      0 |   10   981    0.0012    0.0001    0.0000 |
    0.990     0     0     0.0      0      0 |   10   991    0.0012    0.0001    0.0000 |
    1.000     0     0     0.0      0      0 |   10  1001    0.0011    0.0001    0.0000 |
    1.010     0     0     0.0      0      0 |   10  1011    0.0013    0.0001    0.0000 |
    1.020     0     0     0.0      0      0 |   10  1021    0.0012    0.0001    0.0000 |
    1.030     0     0     0.0      0      0 |   10  1031    0.0012    0.0001    0.0000 |
    1.040     0     0     0.0      0      0 |   10  1041    0.0011    0.0001    0.0000 |
    1.050     0     0     0.0      0      0 |   10  1051    0.0012    0.0001    0.0000 |
    1.060     0     0     0.0      0      0 |   10  1061    0.0012    0.0001    0.0000 |
    1.070     0     0     0.0      0      0 |   10  1071    0.0011    0.0001    0.0000 |
    1.080     0     0     0.0      0      0 |   10  1081    0.0011    0.0001    0.0000 |
    1.090     0     0     0.0      0      0 |   10  1091    0.0011    0.0001    0.0000 |
    1.100     0     0     0.0      0      0 |   10  1101    0.0012    0.0001    0.0000 |
    1.110     0     0     0.0      0      0 |   10  1111    0.0013    0.0001    0.0000 |
    1.120     0     0     0.0      0      0 |   10  1121    0.0011    0.0001    0.0000 |
    1.130     0     0     0.0      0      0 |   10  1131    0.0011    0.0001    0.0000 |
    1.140     0     0     0.0      0      0 |   10  1141    0.0013    0.0001    0.0000 |
    1.150     0     0     0.0      0      0 |   10  1151    0.0012    0.0001    0.0000 |
    1.160     0     0     0.0      0      0 |   10  1161    0.0011    0.0001    0.0000 |
    1.170     0     0     0.0      0      0 |   10  1171    0.0012    0.0001    0.0000 |
    1.180     0     0     0.0      0      0 |   10  1181    0.0012    0.0001    0.0000 |
    1.190     0     0     0.0      0      0 |   10  1191    0.0012    0.0001    0.0000 |
    1.200     0     0     0.0      0      0 |   10  1201    0.0011    0.0001    0.0000 |
    1.210     0     0     0.0      0      0 |   10  1211    0.0011    0.0001    0.0000 |
    1.220     0     0     0.0      0      0 |   10  1221    0.0011    0.0001    0.0000 |
    1.230     0     0     0.0      0      0 |   10  1231    0.0011    0.0001    0.0000 |
    1.240     0     0     0.0      0      0 |   10  1241    0.0011    0.0001    0.0000 |
    1.250     0     0     0.0      0      0 |   10  1251    0.0011    0.0001    0.0000 |
    1.260     0     0     0.0      0      0 |   10  1261    0.0012    0.0001    0.0000 |
    1.270     0     0     0.0      0      0 |   10  1271    0.0011    0.0001    0.0000 |
    1.280     0     0     0.0      0      0 |   10  1281    0.0011    0.0001    0.0000 |
    1.290     0     0     0.0      0      0 |   10  1291    0.0012    0.0001    0.0000 |
    1.300     0     0     0.0      0      0 |   10  1301    0.0010    0.0001    0.0000 |
    1.310     0     0     0.0      0      0 |   10  1311    0.0011    0.0001    0.0000 |
    1.320     0     0     0.0      0      0 |   10  1321    0.0012    0.0001    0.0000 |
    1.330     0     0     0.0      0      0 |   10  1331    0.0013    0.0001    0.0000 |
    1.340     0     0     0.0      0      0 |   10  1341    0.0012    0.0001    0.0000 |
    1.350     0     0     0.0      0      0 |   10  1351    0.0013    0.0001    0.0000 |
    1.360     0     0     0.0      0      0 |   10  1361    0.0011    0.0001    0.0000 |
    1.370     0     0     0.0      0      0 |   10  1371    0.0012    0.0001    0.0000 |
    1.380     0     0     0.0      0      0 |   10  1381    0.0013    0.0001    0.0000 |
    1.390     0     0     0.0      0      0 |   10  1391    0.0012    0.0001    0.0000 |
    1.400     0     0     0.0      0      0 |   10  1401    0.0014    0.0001    0.0000 |
    1.410     0     0     0.0      0      0 |   10  1411    0.0011    0.0001    0.0000 |
    1.420     0     0     0.0      0      0 |   10  1421    0.0012    0.0001    0.0000 |
    1.430     0     0     0.0      0      0 |   10  1431    0.0011    0.0001    0.0000 |
    1.440     0     0     0.0      0      0 |   10  1441    0.0011    0.0001    0.0000 |
    1.450     0     0     0.0      0      0 |   10  1451    0.0013    0.0001    0.0000 |
    1.460     0     0     0.0      0      0 |   10  1461    0.0011    0.0001    0.0000 |
    1.470     0     0     0.0      0      0 |   10  1471    0.0012    0.0001    0.0000 |
    1.480     0     0     0.0      0      0 |   10  1481    0.0011    0.0001    0.0000 |
    1.490     0     0     0.0      0      0 |   10  1491    0.0012    0.0001    0.0000 |
    1.500     0     0     0.0      0      0 |   10  1501    0.0010    0.0001    0.0000 |
    1.510     0     0     0.0      0      0 |   10  1511    0.0012    0.0001    0.0000 |
    1.520     0     0     0.0      0      0 |   10  1521    0.0012    0.0001    0.0000 |
    1.530     0     0     0.0      0      0 |   10  1531    0.0012    0.0001    0.0000 |
    1.540     0     0     0.0      0      0 |   10  1541    0.0011    0.0001    0.0000 |
    1.550     0     0     0.0      0      0 |   10  1551    0.0012    0.0001    0.0000 |
    1.560     0     0     0.0      0      0 |   10  1561    0.0012    0.0001    0.0000 |
    1.570     0     0     0.0      0      0 |   10  1571    0.0011    0.0001    0.0000 |
    1.580     0     0     0.0      0      0 |   10  1581    0.0012    0.0001    0.0000 |
    1.590     0     0     0.0      0      0 |   10  1591    0.0011    0.0001    0.0000 |
    1.600     0     0     0.0      0      0 |   10  1601    0.0011    0.0001    0.0000 |
    1.610     0     0     0.0      0      0 |   10  1611    0.0012    0.0001    0.0000 |
    1.620     0     0     0.0      0      0 |   10  1621    0.0011    0.0001    0.0000 |
    1.630     0     0     0.0      0      0 |   10  1631    0.0012    0.0001    0.0000 |
    1.640     0     0     0.0      0      0 |   10  1641    0.0012    0.0001    0.0000 |
    1.650     0     0     0.0      0      0 |   10  1651    0.0012    0.0001    0.0000 |
    1.660     0     0     0.0      0      0 |   10  1661    0.0011    0.0001    0.0000 |
    1.670     0     0     0.0      0      0 |   10  1671    0.0011    0.0001    0.0000 |
    1.680     0     0     0.0      0      0 |   10  1681    0.0010    0.0001    0.0000 |
    1.690     0     0     0.0      0      0 |   10  1691    0.0013    0.0001    0.0000 |
    1.700     0     0     0.0      0      0 |   10  1701    0.0011    0.0001    0.0000 |
    1.710     0     0     0.0      0      0 |   10  1711    0.0012    0.0001    0.0000 |
    1.720     0     0     0.0      0      0 |   10  1721    0.0011    0.0001    0.0000 |
    1.730     0     0     0.0      0      0 |   10  1731    0.0012    0.0001    0.0000 |
    1.740     0     0     0.0      0      0 |   10  1741    0.0012    0.0001    0.0000 |
    1.750     0     0     0.0      0      0 |   10  1751    0.0012    0.0001    0.0000 |
    1.760     0     0     0.0      0      0 |   10  1761    0.0011    0.0001    0.0000 |
    1.770     0     0     0.0      0      0 |   10  1771    0.0013    0.0001    0.0000 |
    1.780     0     0     0.0      0      0 |   10  1781    0.0012    0.0001    0.0000 |
    1.790     0     0     0.0      0      0 |   10  1791    0.0011    0.0001    0.0000 |
    1.800     0     0     0.0      0      0 |   10  1801    0.0011    0.0001    0.0000 |
    1.810     0     0     0.0      0      0 |   10  1811    0.0012    0.0001    0.0000 |
    1.820     0     0     0.0      0      0 |   10  1821    0.0013    0.0001    0.0000 |
    1.830     0     0     0.0      0      0 |   10  1831    0.0012    0.0001    0.0000 |
    1.840     0     0     0.0      0      0 |   10  1841    0.0012    0.0001    0.0000 |
    1.850     0     0     0.0      0      0 |   10  1851    0.0012    0.0001    0.0000 |
    1.860     0     0     0.0      0      0 |   10  1861    0.0011    0.0001    0.0000 |
    1.870     0     0     0.0      0      0 |   10  1871    0.0011    0.0001    0.0000 |
    1.880     0     0     0.0      0      0 |   10  1881    0.0011    0.0001    0.0000 |
    1.890     0     0     0.0      0      0 |   10  1891    0.0011    0.0001    0.0000 |
    1.900     0     0     0.0      0      0 |   10  1901    0.0012    0.0001    0.0000 |
    1.910     0     0     0.0      0      0 |   10  1911    0.0012    0.0001    0.0000 |
    1.920     0     0     0.0      0      0 |   10  1921    0.0011    0.0001    0.0000 |
    1.930     0     0     0.0      0      0 |   10  1931    0.0011    0.0001    0.0000 |
    1.940     0     0     0.0      0      0 |   10  1941    0.0011    0.0001    0.0000 |
    1.950     0     0     0.0      0      0 |   10  1951    0.0014    0.0001    0.0000 |
    1.960     0     0     0.0      0      0 |   10  1961    0.0011    0.0001    0.0000 |
    1.970     0     0     0.0      0      0 |   10  1971    0.0012    0.0001    0.0000 |
    1.980     0     0     0.0      0      0 |   10  1981    0.0012    0.0001    0.0000 |
    1.990     0     0     0.0      0      0 |   10  1991    0.0010    0.0001    0.0000 |
    2.000     0     0     0.0      0      0 |   10  2001    0.0012    0.0001    0.0000 |
    2.010     8     8     8.0     80     80 |   10  2011    0.0048    0.0005    0.0001 |
    2.020     8     9     8.2     82    162 |   10  2021    0.0051    0.0005    0.0001 |
    2.030     9     9     9.0     90    252 |   10  2031    0.0064    0.0006    0.0001 |
    2.040     9     9     9.0     90    342 |   10  2041    0.0054    0.0005    0.0001 |
    2.050     9     9     9.0     90    432 |   10  2051    0.0054    0.0005    0.0001 |
    2.060     9    10     9.4     94    526 |   10  2061    0.0055    0.0005    0.0001 |
    2.070     9    10     9.5     95    621 |   10  2071    0.0061    0.0006    0.0001 |
    2.080     9    10     9.2     92    713 |   10  2081    0.0069    0.0007    0.0001 |
    2.090     9    10     9.2     92    805 |   10  2091    0.0071    0.0007    0.0001 |
    2.100     9    10     9.1     91    896 |   10  2101    0.0069    0.0007    0.0001 |
    2.110     9    10     9.3     93    989 |   10  2111    0.0068    0.0007    0.0001 |
    2.120     9    10     9.3     93   1082 |   10  2121    0.0057    0.0006    0.0001 |
    2.130     9    10     9.2     92   1174 |   10  2131    0.0053    0.0005    0.0001 |
    2.140     9    10     9.1     91   1265 |   10  2141    0.0054    0.0005    0.0001 |
    2.150     9    10     9.4     94   1359 |   10  2151    0.0057    0.0006    0.0001 |
    2.160     9    10     9.4     94   1453 |   10  2161    0.0058    0.0006    0.0001 |
    2.170     9    10     9.5     95   1548 |   10  2171    0.0054    0.0005    0.0001 |
    2.180     9    10     9.5     95   1643 |   10  2181    0.0055    0.0005    0.0001 |
    2.190     9    10     9.4     94   1737 |   10  2191    0.0056    0.0006    0.0001 |
    2.200     9    10     9.6     96   1833 |   10  2201    0.0056    0.0006    0.0001 |
    2.210     9    10     9.4     94   1927 |   10  2211    0.0054    0.0005    0.0001 |
    2.220     9    10     9.5     95   2022 |   10  2221    0.0055    0.0006    0.0001 |
    2.230     9    10     9.6     96   2118 |   10  2231    0.0061    0.0006    0.0001 |
    2.240     9    10     9.8     98   2216 |   10  2241    0.0057    0.0006    0.0001 |
    2.250     9    10     9.2     92   2308 |   10  2251    0.0055    0.0006    0.0001 |
    2.260     9    10     9.2     92   2400 |   10  2261    0.0057    0.0006    0.0001 |
    2.270     9    10     9.9     99   2499 |   10  2271    0.0057    0.0006    0.0001 |
    2.280     9    10     9.9     99   2598 |   10  2281    0.0057    0.0006    0.0001 |
    2.290    10    10    10.0    100   2698 |   10  2291    0.0057    0.0006    0.0001 |
    2.300    10    10    10.0    100   2798 |   10  2301    0.0056    0.0006    0.0001 |
    2.310    10    11    10.1    101   2899 |   10  2311    0.0058    0.0006    0.0001 |
    2.320    11    11    11.0    110   3009 |   10  2321    0.0062    0.0006    0.0001 |
    2.330    11    11    11.0    110   3119 |   10  2331    0.0065    0.0006    0.0001 |
    2.340    11    11    11.0    110   3229 |   10  2341    0.0061    0.0006    0.0001 |
    2.350    11    11    11.0    110   3339 |   10  2351    0.0061    0.0006    0.0001 |
    2.360    11    11    11.0    110   3449 |   10  2361    0.0065    0.0006    0.0001 |
    2.370    11    12    11.3    113   3562 |   10  2371    0.0063    0.0006    0.0001 |
    2.380    11    12    11.2    112   3674 |   10  2381    0.0063    0.0006    0.0001 |
    2.390    11    12    11.3    113   3787 |   10  2391    0.0066    0.0007    0.0001 |
    2.400    11    12    11.1    111   3898 |   10  2401    0.0068    0.0007    0.0001 |
    2.410    11    11    11.0    110   4008 |   10  2411    0.0074    0.0007    0.0001 |
    2.420    11    12    11.3    113   4121 |   10  2421    0.0064    0.0006    0.0001 |
    2.430    11    12    11.5    115   4236 |   10  2431    0.0063    0.0006    0.0001 |
    2.440    11    12    11.1    111   4347 |   10  2441    0.0060    0.0006    0.0001 |
    2.450    11    11    11.0    110   4457 |   10  2451    0.0061    0.0006    0.0001 |
    2.460    11    11    11.0    110   4567 |   10  2461    0.0061    0.0006    0.0001 |
    2.470    11    11    11.0    110   4677 |   10  2471    0.0064    0.0006    0.0001 |
    2.480    11    11    11.0    110   4787 |   10  2481    0.0063    0.0006    0.0001 |
    2.490    11    12    11.4    114   4901 |   10  2491    0.0063    0.0006    0.0001 |
    2.500    11    12    11.5    115   5016 |   10  2501    0.0061    0.0006    0.0001 |
    2.510    11    12    11.6    116   5132 |   10  2511    0.0064    0.0006    0.0001 |
    2.520    11    12    11.3    113   5245 |   10  2521    0.0068    0.0007    0.0001 |
    2.530    12    12    12.0    120   5365 |   10  2531    0.0066    0.0007    0.0001 |
    2.540    12    12    12.0    120   5485 |   10  2541    0.0066    0.0007    0.0001 |
    2.550    12    12    12.0    120   5605 |   10  2551    0.0071    0.0007    0.0001 |
    2.560    12    12    12.0    120   5725 |   10  2561    0.0066    0.0007    0.0001 |
    2.570    12    12    12.0    120   5845 |   10  2571    0.0065    0.0006    0.0001 |
    2.580    12    12    12.0    120   5965 |   10  2581    0.0066    0.0007    0.0001 |
    2.590    12    12    12.0    120   6085 |   10  2591    0.0063    0.0006    0.0001 |
    2.600    12    12    12.0    120   6205 |   10  2601    0.0069    0.0007    0.0001 |
    2.610    11    12    11.5    115   6320 |   10  2611    0.0066    0.0007    0.0001 |
    2.620    12    12    12.0    120   6440 |   10  2621    0.0065    0.0006    0.0001 |
    2.630    12    12    12.0    120   6560 |   10  2631    0.0069    0.0007    0.0001 |
    2.640    11    12    11.2    112   6672 |   10  2641    0.0057    0.0006    0.0001 |
    2.650    11    12    11.5    115   6787 |   10  2651    0.0058    0.0006    0.0001 |
    2.660    11    12    11.9    119   6906 |   10  2661    0.0060    0.0006    0.0001 |
    2.670    12    12    12.0    120   7026 |   10  2671    0.0060    0.0006    0.0001 |
    2.680    12    12    12.0    120   7146 |   10  2681    0.0064    0.0006    0.0001 |
    2.690    11    12    11.3    113   7259 |   10  2691    0.0057    0.0006    0.0001 |
    2.700    11    11    11.0    110   7369 |   10  2701    0.0056    0.0006    0.0001 |
    2.710    11    11    11.0    110   7479 |   10  2711    0.0057    0.0006    0.0001 |
    2.720    11    12    11.5    115   7594 |   10  2721    0.0056    0.0006    0.0000 |
    2.730    12    12    12.0    120   7714 |   10  2731    0.0062    0.0006    0.0001 |
    2.740    12    12    12.0    120   7834 |   10  2741    0.0060    0.0006    0.0000 |
    2.750    12    12    12.0    120   7954 |   10  2751    0.0061    0.0006    0.0001 |
    2.760    12    12    12.0    120   8074 |   10  2761    0.0060    0.0006    0.0000 |
    2.770    12    12    12.0    120   8194 |   10  2771    0.0059    0.0006    0.0000 |
    2.780    12    12    12.0    120   8314 |   10  2781    0.0063    0.0006    0.0001 |
    2.790    12    12    12.0    120   8434 |   10  2791    0.0059    0.0006    0.0000 |
    2.800    12    12    12.0    120   8554 |   10  2801    0.0059    0.0006    0.0000 |
    2.810    12    12    12.0    120   8674 |   10  2811    0.0060    0.0006    0.0001 |
    2.820    12    12    12.0    120   8794 |   10  2821    0.0061    0.0006    0.0001 |
    2.830    12    12    12.0    120   8914 |   10  2831    0.0061    0.0006    0.0001 |
    2.840    12    12    12.0    120   9034 |   10  2841    0.0062    0.0006    0.0001 |
    2.850    12    12    12.0    120   9154 |   10  2851    0.0060    0.0006    0.0000 |
    2.860    12    12    12.0    120   9274 |   10  2861    0.0059    0.0006    0.0000 |
    2.870    11    12    11.9    119   9393 |   10  2871    0.0062    0.0006    0.0001 |
    2.880    11    12    11.1    111   9504 |   10  2881    0.0059    0.0006    0.0001 |
    2.890    11    11    11.0    110   9614 |   10  2891    0.0057    0.0006    0.0001 |
    2.900    11    11    11.0    110   9724 |   10  2901    0.0058    0.0006    0.0001 |
    2.910    11    12    11.3    113   9837 |   10  2911    0.0058    0.0006    0.0001 |
    2.920    11    12    11.7    117   9954 |   10  2921    0.0058    0.0006    0.0000 |
    2.930    12    12    12.0    120  10074 |   10  2931    0.0061    0.0006    0.0001 |
    2.940    12    12    12.0    120  10194 |   10  2941    0.0060    0.0006    0.0000 |
    2.950    12    12    12.0    120  10314 |   10  2951    0.0061    0.0006    0.0001 |
    2.960    12    12    12.0    120  10434 |   10  2961    0.0059    0.0006    0.0000 |
    2.970    12    12    12.0    120  10554 |   10  2971    0.0060    0.0006    0.0001 |
    2.980    12    12    12.0    120  10674 |   10  2981    0.0059    0.0006    0.0000 |
    2.990    12    12    12.0    120  10794 |   10  2991    0.0062    0.0006    0.0001 |
    3.000    12    12    12.0    120  10914 |   10  3001    0.0061    0.0006    0.0001 |
    3.010    12    12    12.0    120  11034 |   10  3011    0.0059    0.0006    0.0000 |
    3.020    12    12    12.0    120  11154 |   10  3021    0.0060    0.0006    0.0000 |
    3.030    12    12    12.0    120  11274 |   10  3031    0.0062    0.0006    0.0001 |
    3.040    12    12    12.0    120  11394 |   10  3041    0.0063    0.0006    0.0001 |
    3.050    12    12    12.0    120  11514 |   10  3051    0.0064    0.0006    0.0001 |
    3.060    12    12    12.0    120  11634 |   10  3061    0.0059    0.0006    0.0000 |
    3.070    12    12    12.0    120  11754 |   10  3071    0.0061    0.0006    0.0001 |
    3.080    12    12    12.0    120  11874 |   10  3081    0.0060    0.0006    0.0000 |
    3.090    12    12    12.0    120  11994 |   10  3091    0.0062    0.0006    0.0001 |
    3.100    12    12    12.0    120  12114 |   10  3101    0.0061    0.0006    0.0001 |
    3.110    12    12    12.0    120  12234 |   10  3111    0.0064    0.0006    0.0001 |
    3.120    12    13    12.9    129  12363 |   10  3121    0.0063    0.0006    0.0000 |
    3.130    12    12    12.0    120  12483 |   10  3131    0.0058    0.0006    0.0000 |
    3.140    12    12    12.0    120  12603 |   10  3141    0.0060    0.0006    0.0001 |
    3.150    12    12    12.0    120  12723 |   10  3151    0.0060    0.0006    0.0000 |
    3.160    12    12    12.0    120  12843 |   10  3161    0.0060    0.0006    0.0001 |
    3.170    12    12    12.0    120  12963 |   10  3171    0.0064    0.0006    0.0001 |
    3.180    12    12    12.0    120  13083 |   10  3181    0.0061    0.0006    0.0001 |
    3.190    12    12    12.0    120  13203 |   10  3191    0.0060    0.0006    0.0000 |
    3.200    12    12    12.0    120  13323 |   10  3201    0.0059    0.0006    0.0000 |
    3.210    12    12    12.0    120  13443 |   10  3211    0.0060    0.0006    0.0000 |
    3.220    12    12    12.0    120  13563 |   10  3221    0.0060    0.0006    0.0000 |
    3.230    12    12    12.0    120  13683 |   10  3231    0.0060    0.0006    0.0001 |
    3.240    12    12    12.0    120  13803 |   10  3241    0.0064    0.0006    0.0001 |
    3.250    12    12    12.0    120  13923 |   10  3251    0.0063    0.0006    0.0001 |
    3.260    12    12    12.0    120  14043 |   10  3261    0.0057    0.0006    0.0000 |
    3.270    12    12    12.0    120  14163 |   10  3271    0.0059    0.0006    0.0000 |
    3.280    12    12    12.0    120  14283 |   10  3281    0.0060    0.0006    0.0001 |
    3.290    12    12    12.0    120  14403 |   10  3291    0.0065    0.0007    0.0001 |
    3.300    12    12    12.0    120  14523 |   10  3301    0.0058    0.0006    0.0000 |
    3.310    12    12    12.0    120  14643 |   10  3311    0.0060    0.0006    0.0000 |
    3.320    12    12    12.0    120  14763 |   10  3321    0.0058    0.0006    0.0000 |
    3.330    12    12    12.0    120  14883 |   10  3331    0.0060    0.0006    0.0001 |
    3.340    12    12    12.0    120  15003 |   10  3341    0.0060    0.0006    0.0001 |
    3.350    12    12    12.0    120  15123 |   10  3351    0.0058    0.0006    0.0000 |
    3.360    12    12    12.0    120  15243 |   10  3361    0.0059    0.0006    0.0000 |
    3.370    12    12    12.0    120  15363 |   10  3371    0.0062    0.0006    0.0001 |
